,adj.P.Val,P.Value,t,B,logFC
ADCK2,0.6887,0.18560956,-1.3926525,-5.0903,-0.31602098
ADGRF5,0.6887,0.18779168,-1.3853197,-5.0992,-0.24507544
ALG12,0.6887,0.18760357,-1.3859491,-5.0984,-0.70929805
AP1G2,0.6887,0.18423501,-1.397308,-5.0846,-0.59297304
AP1S2,0.6887,0.18751934,1.3862311,-5.0981,0.31932949
ARHGEF25,0.6887,0.18672528,-1.3888945,-5.0948,-0.82312369
ASIC1,0.6887,0.18666546,-1.3890955,-5.0946,-0.66717687
ATP5D,0.6887,0.18762435,1.3858795,-5.0985,0.26386431
BTK,0.6887,0.18699825,-1.3879779,-5.096,-1.01573415
C2orf68,0.6887,0.18534879,1.3935336,-5.0892,0.55195682
CD163,0.6887,0.18543593,-1.393239,-5.0895,-0.83906642
CD27,0.6887,0.18679145,-1.3886722,-5.0951,-0.24017299
CD58,0.6887,0.18744812,-1.3864696,-5.0978,-0.72779948
CHST12,0.6887,0.18598178,1.3913967,-5.0918,0.37412349
DPY19L2,0.6887,0.18562573,1.3925979,-5.0903,0.52679188
ELMO1,0.6887,0.18624475,-1.3905108,-5.0929,-0.34400126
ETV6,0.6887,0.18553204,-1.3929143,-5.0899,-0.54785044
FAM160B1,0.6887,0.18776517,-1.3854084,-5.0991,-0.21697833
GNL2,0.6887,0.18497989,-1.3947816,-5.0877,-0.27500858
GSTO2,0.6887,0.18772451,-1.3855444,-5.0989,-0.47212688
GTPBP2,0.6887,0.18724288,-1.3871573,-5.097,-0.67102205
HERC4,0.6887,0.18747966,-1.3863639,-5.0979,-0.52316979
HNRNPM,0.6887,0.184875,1.3951369,-5.0872,0.30693237
KCTD8,0.6887,0.18447213,-1.3965029,-5.0855,-0.44576406
KLHL2,0.6887,0.1861872,-1.3907046,-5.0926,-0.36411074
LMBR1,0.6887,0.18419448,1.3974457,-5.0844,0.2395734
LYRM5,0.6887,0.18497257,-1.3948064,-5.0876,-0.28552004
LYVE1,0.6887,0.18711823,-1.3875753,-5.0964,-0.96198861
MBD4,0.6887,0.18650197,-1.3896452,-5.0939,-0.27517366
MEAF6,0.6887,0.18675192,1.388805,-5.0949,0.43878834
MEIS1,0.6887,0.18753356,-1.3861834,-5.0981,-0.37784164
MOK,0.6887,0.1843365,-1.3969633,-5.085,-0.34084436
MPV17L2,0.6887,0.18724613,1.3871464,-5.097,0.30103713
MRPL47,0.6887,0.18698015,-1.3880386,-5.0959,-0.97092809
NCR1,0.6887,0.18596697,-1.3914467,-5.0917,-0.61813887
NOC3L,0.6887,0.18652197,-1.3895779,-5.094,-0.2909609
NPLOC4,0.6887,0.18595048,1.3915023,-5.0917,0.3438059
NRK,0.6887,0.18765173,1.3857879,-5.0986,0.50978618
NUP62,0.6887,0.18688075,1.3883723,-5.0955,0.24713534
OR6T1,0.6887,0.18626616,-1.3904387,-5.093,-0.66390021
PI16,0.6887,0.18572915,-1.3922488,-5.0907,-0.94635416
RAP2A,0.6887,0.18412238,1.3976907,-5.0841,0.3074639
RNASE1,0.6887,0.18776008,-1.3854254,-5.0991,-0.32482905
RPP21,0.6887,0.1841602,-1.3975622,-5.0843,-0.32981187
RRAS2,0.6887,0.18498171,1.3947755,-5.0877,0.73495624
SLC25A5,0.6887,0.18599507,1.3913519,-5.0918,0.27966229
SLC27A3,0.6887,0.18532444,-1.3936159,-5.0891,-0.35759498
SLC35A1,0.6887,0.18410726,-1.3977421,-5.084,-0.23624189
SLC35G2,0.6887,0.18649978,-1.3896525,-5.0939,-0.94471637
SNRPA1,0.6887,0.18490552,-1.3950335,-5.0873,-0.26170229
SOWAHC,0.6887,0.18597189,-1.3914301,-5.0917,-0.24942818
SRP68,0.6887,0.1868675,1.3884168,-5.0954,0.25814098
STK3,0.6887,0.18695205,-1.3881329,-5.0958,-0.28211142
TLK1,0.6887,0.18589395,-1.3916929,-5.0914,-0.41917955
TMEM60,0.6887,0.18658831,-1.3893548,-5.0943,-0.29923713
TRAPPC12,0.6887,0.18678863,1.3886817,-5.0951,0.34114507
TRIM9,0.6887,0.18531028,-1.3936638,-5.089,-0.51922614
TTF2,0.6887,0.18769388,-1.3856469,-5.0988,-0.42946679
TUSC3,0.6887,0.18680053,-1.3886417,-5.0951,-0.7776922
TXNL1,0.6887,0.18598659,-1.3913805,-5.0918,-0.80262821
UBA6,0.6887,0.18709238,-1.387662,-5.0963,-0.53246096
UBE2F,0.6887,0.18612752,-1.3909056,-5.0924,-0.26915247
WDR82,0.6887,0.18683463,1.3885271,-5.0953,0.27320503
WDR86,0.6887,0.18542911,-1.3932621,-5.0895,-0.93924505
ZNF26,0.6887,0.18453113,-1.3963027,-5.0858,-0.26801132
ZNF426,0.6887,0.18523889,1.3939052,-5.0887,0.32316609
ZNF830,0.6887,0.18532253,-1.3936223,-5.0891,-0.32054335
EXOG,0.689,0.18813643,1.3841676,-5.1006,0.59873171
FNIP1,0.689,0.18809886,-1.3842931,-5.1004,-0.63535175
ISG15,0.689,0.18794683,-1.384801,-5.0998,-0.34791383
OTOP3,0.689,0.18806762,-1.3843974,-5.1003,-0.41867192
RPL36A,0.689,0.18803129,-1.3845188,-5.1002,-0.46303289
GATB,0.6893,0.18829143,-1.3836502,-5.1012,-0.39726876
RALBP1,0.6893,0.18836395,1.3834082,-5.1015,0.30549241
RRP15,0.6893,0.18833391,-1.3835084,-5.1014,-0.26955273
C1orf94,0.6894,0.18849057,-1.3829859,-5.102,-0.48567712
FBXL20,0.6894,0.1884392,-1.3831572,-5.1018,-0.32038382
HSD17B11,0.6895,0.18867759,-1.3823626,-5.1028,-0.88555321
MIR1-1HG,0.6895,0.18868084,1.3823518,-5.1028,0.76424667
DCAF11,0.69,0.18886151,1.3817501,-5.1035,0.51057038
KIAA1211L,0.6901,0.18893631,-1.3815012,-5.1038,-0.42343547
GPR89A,0.6903,0.1891152,1.3809061,-5.1046,0.40647297
ZNF774,0.6903,0.18907349,1.3810448,-5.1044,0.49994496
PARP14,0.6905,0.18929998,-1.3802919,-5.1053,-0.26732582
ZNF585B,0.6905,0.18928688,1.3803355,-5.1052,0.32297764
KRTAP9-2,0.6907,0.18944216,-1.3798197,-5.1059,-1.6959027
AK6,0.6912,0.18986223,-1.3784261,-5.1076,-1.05192569
PIK3R3,0.6912,0.18981173,-1.3785935,-5.1074,-0.50138214
PLCD3,0.6912,0.18973723,1.3788405,-5.1071,0.45386704
ZNF93,0.6912,0.18979766,1.3786402,-5.1073,0.91408484
GLTSCR1L,0.6914,0.19014339,1.3774947,-5.1087,0.29713488
IFT122,0.6914,0.19029081,-1.3770069,-5.1093,-0.35920956
MEGF10,0.6914,0.19032522,-1.376893,-5.1094,-0.69987722
RUVBL2,0.6914,0.19019677,1.3773181,-5.1089,0.22304779
SMG6,0.6914,0.1902707,1.3770734,-5.1092,0.89571775
SPDEF,0.6914,0.19003492,1.3778539,-5.1083,0.49514824
ZRANB1,0.6914,0.19026223,1.3771015,-5.1092,0.51353836
NDUFAF6,0.6919,0.19050393,-1.3763021,-5.1101,-0.44311589
HUWE1,0.693,0.19097195,1.3747567,-5.112,0.3904967
MAPK8IP3,0.6931,0.19126896,1.3737776,-5.1132,0.49050945
SEC11C,0.6931,0.19124311,-1.3738628,-5.1131,-0.28873902
SIL1,0.6931,0.1911936,-1.3740259,-5.1129,-0.45409157
TPMT,0.6931,0.19114105,1.3741991,-5.1127,0.36228317
MTX1,0.6933,0.19136786,-1.3734518,-5.1136,-0.32726404
C10orf35,0.6934,0.19149475,1.3730341,-5.1141,0.32438634
RNF17,0.6934,0.19147407,-1.3731021,-5.114,-0.89234494
PLAC9,0.6937,0.19161992,-1.3726222,-5.1146,-0.4475524
MLH1,0.6939,0.1917349,1.3722441,-5.115,0.29801646
FNBP1L,0.694,0.19180354,-1.3720184,-5.1153,-0.23393272
ZNF627,0.694,0.19186362,1.3718209,-5.1156,0.51909227
ATXN7L2,0.6941,0.19200809,1.3713463,-5.1161,0.4415443
RARB,0.6941,0.19194636,1.3715491,-5.1159,0.39945179
ACTR5,0.6942,0.19208532,-1.3710927,-5.1164,-0.30949905
BLVRB,0.6946,0.19229924,-1.3703907,-5.1173,-1.04757046
DISP1,0.6946,0.19222495,-1.3706344,-5.117,-0.47926252
PRKD3,0.6946,0.19234674,-1.3702349,-5.1175,-0.35226976
ATPIF1,0.6951,0.19370968,1.3657781,-5.1228,0.27626736
BCAS1,0.6951,0.19431565,-1.3638048,-5.1252,-0.57283766
BORCS8-MEF2B,0.6951,0.1930533,-1.3679213,-5.1203,-0.33971054
BSDC1,0.6951,0.19447746,1.3632787,-5.1258,0.33448038
C15orf39,0.6951,0.19411564,-1.3644556,-5.1244,-0.33106375
CENPQ,0.6951,0.19292393,-1.3683444,-5.1197,-0.60451154
EGR2,0.6951,0.19388634,-1.3652023,-5.1235,-0.80464618
FAM124A,0.6951,0.19374284,-1.36567,-5.123,-0.64346319
FRG1,0.6951,0.19431513,-1.3638065,-5.1252,-0.51793101
GNA13,0.6951,0.19391027,-1.3651243,-5.1236,-0.57071358
HS2ST1,0.6951,0.19292972,-1.3683254,-5.1198,-0.61567101
IFT80,0.6951,0.19454524,1.3630584,-5.1261,0.40826318
IRAK1BP1,0.6951,0.19300523,1.3680785,-5.1201,0.47371223
KCNK1,0.6951,0.1944972,-1.3632146,-5.1259,-0.51663542
KCNQ3,0.6951,0.1945266,-1.363119,-5.126,-0.66611688
METAP2,0.6951,0.1935935,1.366157,-5.1224,0.20456578
MTFMT,0.6951,0.19466681,-1.3626635,-5.1266,-0.29102907
MTUS1,0.6951,0.1945164,-1.3631521,-5.126,-0.45881212
NEFM,0.6951,0.19440116,-1.3635267,-5.1255,-0.47816384
NOL9,0.6951,0.19275013,1.3689132,-5.1191,0.67167444
PAWR,0.6951,0.19336956,-1.3668879,-5.1215,-0.5666464
PPM1J,0.6951,0.19325235,1.3672707,-5.121,0.49565672
PRPF18,0.6951,0.19291786,-1.3683642,-5.1197,-0.47146035
PTPN9,0.6951,0.19470797,-1.3625299,-5.1267,-0.69668508
RPL12,0.6951,0.19302855,-1.3680022,-5.1202,-0.305633
SLC25A25,0.6951,0.19320991,1.3674094,-5.1209,1.78539842
SLC30A3,0.6951,0.19403782,1.3647089,-5.1241,0.38002474
SLC35E4,0.6951,0.19375025,-1.3656458,-5.123,-0.56634642
SLC50A1,0.6951,0.19255815,-1.3695419,-5.1183,-0.31176792
SLC5A11,0.6951,0.19412549,1.3644235,-5.1245,0.51116857
SOGA1,0.6951,0.19378378,1.3655365,-5.1231,0.4490805
SRSF11,0.6951,0.19297704,-1.3681707,-5.12,-0.85206556
SYNDIG1,0.6951,0.19314464,1.3676227,-5.1206,0.2805958
TALDO1,0.6951,0.19381203,1.3654444,-5.1232,0.24032095
TBX21,0.6951,0.19455058,1.3630411,-5.1261,0.48545374
TRAPPC8,0.6951,0.19378414,-1.3655354,-5.1231,-0.42721943
TRIM11,0.6951,0.19443553,1.363415,-5.1257,0.27931492
TRRAP,0.6951,0.19368497,1.3658587,-5.1227,0.27318962
TYRO3,0.6951,0.19463268,-1.3627744,-5.1264,-0.42592798
UBA52,0.6951,0.19385722,-1.3652972,-5.1234,-0.24458466
ANXA2,0.6953,0.19489559,-1.3619209,-5.1275,-0.44333458
EIF1AD,0.6953,0.19491014,-1.3618737,-5.1275,-1.38190524
POLR2C,0.6953,0.19491127,1.36187,-5.1275,0.23288291
DPP8,0.6954,0.19510354,1.3612465,-5.1283,0.32228446
IFT46,0.6954,0.19507641,1.3613345,-5.1282,0.29518384
USE1,0.6954,0.19497819,-1.361653,-5.1278,-0.31085573
ADRA2A,0.6955,0.19527086,-1.3607043,-5.1289,-0.38484616
MSH2,0.6955,0.19524986,-1.3607723,-5.1289,-0.79136746
PFKP,0.6955,0.19517598,1.3610118,-5.1286,0.25919341
IKBKE,0.6958,0.19540685,-1.3602639,-5.1295,-0.83054252
CARNMT1,0.6959,0.19585512,1.358814,-5.1312,0.3295177
CFI,0.6959,0.19564729,-1.3594859,-5.1304,-0.31225499
CLIP2,0.6959,0.19596782,1.3584499,-5.1316,0.35994957
CMC2,0.6959,0.1956516,-1.359472,-5.1304,-0.28340812
IDO1,0.6959,0.19585405,-1.3588175,-5.1312,-0.69122466
MED21,0.6959,0.19600817,-1.3583196,-5.1318,-1.07348289
NDUFAF5,0.6959,0.19574566,-1.3591678,-5.1308,-0.284346
TICAM2,0.6959,0.19562124,-1.3595701,-5.1303,-0.2951545
ZBTB24,0.6959,0.19596289,1.3584658,-5.1316,0.27324808
ZNF544,0.6959,0.19562187,1.3595681,-5.1303,0.3132555
ZNF570,0.6959,0.19570304,-1.3593056,-5.1306,-0.39891892
ARPP19,0.696,0.1966099,-1.3563788,-5.1341,-0.28499648
BHMT2,0.696,0.19660459,-1.3563959,-5.1341,-0.31740928
C10orf88,0.696,0.19648165,-1.356792,-5.1336,-0.573191
COPS2,0.696,0.19669181,-1.3561149,-5.1344,-1.18795279
CRK,0.696,0.19673302,1.3559822,-5.1346,0.3570953
DDX58,0.696,0.19699388,1.3551428,-5.1356,0.58115473
EPHA2,0.696,0.19686816,-1.3555472,-5.1351,-0.3285614
HMGXB4,0.696,0.19618114,-1.3577612,-5.1325,-0.86729265
LDHA,0.696,0.19634283,-1.3572396,-5.1331,-0.38783969
MB,0.696,0.19635928,-1.3571865,-5.1332,-0.72753294
MKLN1,0.696,0.19706211,-1.3549234,-5.1359,-0.2339466
NSUN2,0.696,0.19714734,1.3546494,-5.1362,0.22229526
PAQR3,0.696,0.19677861,-1.3558355,-5.1348,-0.5615499
PIK3CA,0.696,0.19669118,-1.356117,-5.1344,-0.75967282
PRKRA,0.696,0.19707769,-1.3548733,-5.1359,-0.50280393
SS18L1,0.696,0.19658725,-1.3564517,-5.134,-0.28725569
SSPN,0.696,0.1968058,1.3557479,-5.1349,0.47345399
TNFAIP6,0.696,0.19690113,-1.3554412,-5.1352,-0.8546808
SLC31A2,0.6961,0.19726011,-1.354287,-5.1366,-0.32826269
C16orf54,0.6963,0.19740006,-1.3538375,-5.1372,-0.71272612
INSM1,0.6963,0.19738025,-1.3539011,-5.1371,-0.36667843
ARHGEF17,0.697,0.1980402,1.3517848,-5.1396,0.26403628
DDB1,0.697,0.19803237,1.3518098,-5.1396,0.26303574
HERC6,0.697,0.19770997,1.352843,-5.1383,0.36581692
MLF1,0.697,0.19827775,-1.3510244,-5.1405,-0.69671607
MSR1,0.697,0.19787102,-1.3523267,-5.139,-0.96347128
NDUFB11,0.697,0.19766896,-1.3529745,-5.1382,-0.24954468
PRLR,0.697,0.19827864,-1.3510215,-5.1405,-0.56338371
RAPGEF1,0.697,0.19828046,-1.3510157,-5.1405,-0.56784768
SMARCC1,0.697,0.19817267,1.3513606,-5.1401,0.33928559
VRK2,0.697,0.19804376,-1.3517733,-5.1396,-1.07268614
ZC2HC1A,0.697,0.1980089,1.351885,-5.1395,0.44782609
PRKAR1B,0.6971,0.19841517,1.3505848,-5.141,0.38462401
STAT3,0.6971,0.19841311,-1.3505914,-5.141,-0.43531712
CCDC88B,0.6974,0.19860441,-1.34998,-5.1418,-0.51459008
TAP2,0.6974,0.19865351,-1.3498231,-5.142,-0.41234635
TM7SF3,0.6974,0.19854778,1.3501609,-5.1416,0.33569227
C1orf174,0.6975,0.19879551,-1.3493696,-5.1425,-0.26941498
LIN7B,0.6975,0.19874103,1.3495436,-5.1423,0.42458484
AKR1C3,0.6977,0.19889058,-1.3490662,-5.1429,-0.38501782
RGMA,0.6981,0.19912155,-1.3483294,-5.1437,-0.36686109
SRF,0.6981,0.19906718,1.3485028,-5.1435,0.35083228
DOCK3,0.6982,0.19925443,1.3479058,-5.1442,0.35253101
HS3ST3A1,0.6982,0.19941039,-1.347409,-5.1448,-0.8330569
NPAS2,0.6982,0.19922731,1.3479923,-5.1441,0.35388929
PEX5,0.6982,0.19934957,-1.3476027,-5.1446,-0.23434019
PPP1R14B,0.6982,0.19936799,-1.3475441,-5.1447,-0.38535509
CDS2,0.6985,0.19969755,1.3464951,-5.1459,0.19520913
GNA11,0.6985,0.19968546,1.3465335,-5.1459,0.3371589
TSEN34,0.6985,0.19965323,1.346636,-5.1458,0.32251946
MECP2,0.6987,0.19979973,1.3461701,-5.1463,0.47507086
CD93,0.6988,0.19989206,-1.3458766,-5.1467,-0.36292904
COPS7B,0.6991,0.20015208,1.3450506,-5.1476,0.27245775
HAS1,0.6991,0.20011333,-1.3451736,-5.1475,-1.0115546
SETDB1,0.6991,0.20010153,1.3452111,-5.1474,0.4376396
SNF8,0.6991,0.20017721,-1.3449708,-5.1477,-0.50732859
UBL5,0.6991,0.20023343,-1.3447923,-5.1479,-0.24147579
CALML4,0.6992,0.20029312,-1.3446029,-5.1482,-0.47959449
RGS6,0.6994,0.20052742,1.3438598,-5.1491,0.36243555
SUMF2,0.6994,0.20049576,-1.3439602,-5.1489,-0.32477222
ITPR3,0.6995,0.20094236,-1.3425454,-5.1506,-0.32263644
KRCC1,0.6995,0.20081589,-1.3429458,-5.1501,-0.19932948
REV3L,0.6995,0.20079376,-1.3430159,-5.1501,-0.63646122
SLC25A37,0.6995,0.20074847,1.3431593,-5.1499,0.49245535
TFAP4,0.6995,0.20095428,1.3425077,-5.1507,0.55249993
TOM1L2,0.6995,0.20071209,1.3432745,-5.1498,0.47826773
PALLD,0.6998,0.20109737,1.342055,-5.1512,0.27037654
FLT4,0.7006,0.20138166,-1.3411563,-5.1523,-0.57047195
ACR,0.701,0.20181902,-1.3397758,-5.1539,-1.75788284
C14orf166,0.701,0.20192207,-1.3394508,-5.1543,-0.31371216
COL11A1,0.701,0.20201563,1.339156,-5.1546,0.52481216
LRRC17,0.701,0.20196419,-1.3393181,-5.1544,-0.53378398
MAPK11,0.701,0.20181444,-1.3397902,-5.1539,-0.53492478
PRRG1,0.701,0.20172189,-1.3400822,-5.1535,-0.28648284
PXDC1,0.701,0.2019499,-1.3393631,-5.1544,-0.28950672
SGTB,0.701,0.20177804,-1.339905,-5.1538,-0.90806628
CDK5RAP1,0.7012,0.20234781,1.3381099,-5.1559,0.21600053
GTPBP8,0.7012,0.20231242,-1.3382213,-5.1557,-0.37735301
LSM14A,0.7012,0.20224115,1.3384456,-5.1555,0.23617075
MMAA,0.7012,0.20217896,-1.3386414,-5.1553,-0.89767592
NHLH1,0.7012,0.2021382,-1.3387698,-5.1551,-0.34627587
BCDIN3D,0.7015,0.20246667,1.3377359,-5.1563,0.23609205
C20orf196,0.7017,0.20262326,1.3372435,-5.1569,0.3884669
CCDC28A,0.7017,0.20271973,1.3369403,-5.1573,0.31425187
SMAD1,0.7017,0.2027279,-1.3369146,-5.1573,-0.5587912
TMEM120A,0.7017,0.20257695,1.3373891,-5.1567,0.28212262
AFTPH,0.702,0.20332483,-1.3350411,-5.1595,-1.1394911
AIFM1,0.702,0.20459592,1.3310664,-5.1642,0.45923353
ARL13B,0.702,0.20434345,-1.3318543,-5.1633,-0.92288159
AXL,0.702,0.2039307,-1.333144,-5.1618,-0.42854005
BBS2,0.702,0.2034925,1.3345156,-5.1601,0.32163045
CBX4,0.702,0.20348481,1.3345397,-5.1601,0.25199769
CCDC7,0.702,0.2039666,-1.3330318,-5.1619,-0.84788938
CDC23,0.702,0.20440095,-1.3316748,-5.1635,-0.2202923
CLIC4,0.702,0.20290464,-1.3363594,-5.158,-0.69456036
DAGLB,0.702,0.20331807,-1.3350623,-5.1595,-0.6084312
DNAJC4,0.702,0.20376874,-1.3336507,-5.1612,-0.4238499
DTNB,0.702,0.20402407,1.3328521,-5.1621,0.73159751
FAM192A,0.702,0.20459625,1.3310654,-5.1642,0.26478609
FOXRED1,0.702,0.20355095,-1.3343325,-5.1604,-0.36801624
GOT2,0.702,0.20455,1.3312097,-5.164,0.23516503
HVCN1,0.702,0.20361051,-1.334146,-5.1606,-0.59068552
ING3,0.702,0.2032805,-1.3351801,-5.1594,-0.68179725
KCTD6,0.702,0.20323088,-1.3353357,-5.1592,-0.53305181
KIAA1033,0.702,0.20426802,-1.3320898,-5.163,-0.95528745
LIAS,0.702,0.20368795,-1.3339036,-5.1609,-0.45849208
LOC389834,0.702,0.20335818,1.3349365,-5.1596,1.02497953
MYH7B,0.702,0.20428468,1.3320378,-5.1631,0.45665819
NENF,0.702,0.20421548,-1.3322539,-5.1628,-0.3713038
RASSF5,0.702,0.20432903,-1.3318993,-5.1632,-0.87114478
RNF216,0.702,0.20352759,1.3344057,-5.1603,0.33886517
SHC4,0.702,0.20352733,1.3344065,-5.1603,0.95495583
SON,0.702,0.20374051,1.333739,-5.1611,0.72096582
THOC7,0.702,0.20429851,-1.3319946,-5.1631,-0.24065849
TMC6,0.702,0.20412806,1.3325271,-5.1625,0.30279704
TRMT12,0.702,0.20427422,-1.3320705,-5.163,-0.2620305
UBE2Z,0.702,0.20306793,1.3358468,-5.1586,0.42265176
APOBEC2,0.7026,0.20509011,-1.3295265,-5.166,-0.32193738
IMP4,0.7026,0.20520195,-1.3291784,-5.1664,-0.21232164
MAVS,0.7026,0.20520113,1.3291809,-5.1664,0.77303847
RAB24,0.7026,0.20498012,1.329869,-5.1656,0.5918296
SECISBP2L,0.7026,0.20494153,1.3299892,-5.1655,0.30635099
NIT1,0.7028,0.20534211,-1.3287424,-5.167,-0.4064912
RAC3,0.7028,0.20534882,-1.3287215,-5.167,-0.43220737
AQP3,0.7033,0.20576939,1.3274147,-5.1685,0.51983383
DPM3,0.7033,0.20577162,-1.3274077,-5.1685,-0.35820458
SLC52A1,0.7033,0.20558631,-1.3279833,-5.1678,-1.59264177
SOST,0.7033,0.20577128,-1.3274088,-5.1685,-0.53308663
DBP,0.7034,0.20595669,1.3268334,-5.1692,0.57830744
LILRA4,0.7034,0.20594994,1.3268543,-5.1692,0.62912223
NUDT4,0.7034,0.20588328,-1.3270611,-5.1689,-0.60305514
ABCF3,0.7035,0.20838735,1.3193279,-5.178,0.40883114
ACSM3,0.7035,0.20671012,1.3244993,-5.1719,1.11243879
AGAP1,0.7035,0.2062955,1.3257829,-5.1704,0.4106196
BRINP3,0.7035,0.20639886,-1.3254627,-5.1708,-0.91814505
BTBD6,0.7035,0.20823718,-1.3197896,-5.1775,-0.31746985
BTN1A1,0.7035,0.20626832,1.3258671,-5.1703,0.58418466
CHID1,0.7035,0.20689934,1.3239142,-5.1726,0.64634826
COL14A1,0.7035,0.20691942,1.3238521,-5.1727,0.49284454
COL4A1,0.7035,0.20841215,-1.3192517,-5.1781,-0.33998661
CXCL3,0.7035,0.20634284,-1.3256363,-5.1706,-0.31513351
DCAF1,0.7035,0.20740351,1.3223573,-5.1745,0.32731625
DHDDS,0.7035,0.20786403,1.3209379,-5.1761,0.30173667
DHRSX,0.7035,0.20653468,1.3250422,-5.1713,0.25204203
DIRAS2,0.7035,0.20723973,-1.3228627,-5.1739,-0.63511512
FLVCR2,0.7035,0.20740907,1.3223402,-5.1745,0.67115608
FXR1,0.7035,0.2062387,1.3259589,-5.1702,0.25297578
FXYD2,0.7035,0.20825866,-1.3197235,-5.1776,-0.67151157
GPR26,0.7035,0.20664358,-1.3247052,-5.1717,-0.49705063
GYPC,0.7035,0.20810487,1.3201966,-5.177,0.32671084
HEY2,0.7035,0.20832827,-1.3195095,-5.1778,-0.56108775
IDS,0.7035,0.20821858,1.3198468,-5.1774,0.18625585
IGFBP7,0.7035,0.20730753,-1.3226535,-5.1741,-0.30355334
INTS5,0.7035,0.20833162,1.3194992,-5.1778,0.34798306
IVD,0.7035,0.20724674,1.3228411,-5.1739,0.27364262
KHDRBS3,0.7035,0.2064466,-1.3253149,-5.171,-0.28550583
LRP12,0.7035,0.20753341,-1.3219567,-5.1749,-0.43029444
NSDHL,0.7035,0.20814165,-1.3200834,-5.1771,-0.29656753
PDCD7,0.7035,0.20681137,1.3241862,-5.1723,0.28911215
RAPGEF4,0.7035,0.20671606,-1.3244809,-5.172,-0.61257211
RXRA,0.7035,0.2077023,1.3214361,-5.1755,0.37812367
SCARB1,0.7035,0.20669129,-1.3245576,-5.1719,-0.61364972
SH3TC1,0.7035,0.20814137,1.3200843,-5.1771,0.52047566
SIAE,0.7035,0.20688771,-1.3239502,-5.1726,-0.33398787
SMIM11A,0.7035,0.20786487,1.3209353,-5.1761,0.36387769
SWAP70,0.7035,0.20749682,1.3220695,-5.1748,0.27701337
TCAIM,0.7035,0.2076876,1.3214814,-5.1755,0.66749201
TCEAL4,0.7035,0.2071472,1.3231484,-5.1735,0.24306959
TEX30,0.7035,0.20718264,-1.323039,-5.1737,-0.41339031
TRIM58,0.7035,0.2084815,-1.3190386,-5.1784,-0.59495034
VKORC1L1,0.7035,0.20769421,-1.321461,-5.1755,-0.31957612
YIPF2,0.7035,0.20649795,-1.3251559,-5.1712,-0.51127356
ZNF701,0.7035,0.20726904,1.3227722,-5.174,0.36832236
SEMA3C,0.7045,0.20882725,-1.3179772,-5.1796,-0.71580749
GPBAR1,0.7048,0.20908998,1.3171715,-5.1805,0.62053913
PAXBP1,0.7048,0.20912163,-1.3170745,-5.1807,-0.63340347
PLCB3,0.7048,0.20910696,-1.3171194,-5.1806,-0.33051421
RBBP6,0.7056,0.20940727,-1.3161996,-5.1817,-0.53304895
DNAJB11,0.7057,0.20950239,-1.3159085,-5.182,-0.21615684
HTR2A,0.7057,0.20961137,1.315575,-5.1824,0.77224783
OSBPL6,0.7057,0.20958732,-1.3156486,-5.1823,-0.49779486
CCNC,0.7058,0.20988026,-1.314753,-5.1834,-0.43400935
ENOSF1,0.7058,0.20974301,-1.3151725,-5.1829,-0.32428631
NDUFA12,0.7058,0.2097907,-1.3150267,-5.1831,-0.28318816
PYCR1,0.7058,0.20975912,-1.3151232,-5.1829,-0.43846423
SCAMP1,0.7058,0.20987703,-1.3147628,-5.1834,-0.20699691
LRRTM2,0.7059,0.21003694,-1.3142743,-5.1839,-0.60932457
TSPAN33,0.7059,0.2100181,-1.3143319,-5.1839,-0.71038824
OCEL1,0.7062,0.21025099,-1.3136209,-5.1847,-0.47735508
PNKP,0.7062,0.21027867,1.3135365,-5.1848,0.27220626
ACTN1,0.7063,0.21045567,1.3129966,-5.1854,0.45066025
C10orf62,0.7063,0.21057655,1.3126282,-5.1859,0.74651696
JTB,0.7063,0.21051449,-1.3128173,-5.1856,-0.24975186
POLR1A,0.7063,0.21040323,-1.3131565,-5.1852,-0.61984655
RNASEH2B,0.7063,0.21044678,-1.3130237,-5.1854,-0.70707621
RPL39L,0.7063,0.21062038,1.3124946,-5.186,0.39303311
DPF3,0.7066,0.21076337,1.312059,-5.1865,0.37617278
ACAT2,0.7067,0.21107024,1.311125,-5.1876,0.39100553
ARHGEF3,0.7067,0.21140771,-1.3100992,-5.1888,-0.24564087
C1QA,0.7067,0.21108505,-1.31108,-5.1877,-0.52265027
DNAJC27,0.7067,0.21134684,-1.3102841,-5.1886,-0.19901408
ITM2C,0.7067,0.21142113,1.3100584,-5.1889,0.32431761
MMP15,0.7067,0.21083563,1.311839,-5.1868,0.48096805
POMT2,0.7067,0.21115992,1.3108523,-5.1879,0.35702289
PSAP,0.7067,0.21089879,-1.3116467,-5.187,-0.32778103
RNF207,0.7067,0.21122131,1.3106656,-5.1882,0.49348489
SKAP2,0.7067,0.21138947,-1.3101546,-5.1887,-0.89315957
AVL9,0.7069,0.21173034,-1.3091197,-5.19,-1.66069475
C19orf53,0.7069,0.21171624,-1.3091624,-5.1899,-0.35666794
CHD3,0.7069,0.21160883,1.3094884,-5.1895,0.72772187
SLC16A4,0.7069,0.21160492,1.3095003,-5.1895,0.8581512
USH2A,0.7069,0.21178353,1.3089583,-5.1901,0.33139482
CYB561,0.7074,0.21204212,-1.3081742,-5.1911,-0.29261864
CUL9,0.7076,0.21215373,1.307836,-5.1915,0.68002426
