,adj.P.Val,P.Value,t,B,logFC
ARPC5,0.00097,0.00013,-3.931441,0.214671,-0.2937638
BIN3,0.00097,0.00013,-3.931422,0.214603,-0.14272844
PUM1,0.000975,0.00013,3.9300908,0.209868,0.13658188
PPM1A,0.000976,0.000131,3.9295281,0.207866,0.17390771
VPS35,0.000976,0.00013,3.9296139,0.208172,0.25171894
TOR1B,0.000977,0.000131,-3.9294009,0.207414,-0.15180038
LOC196993,0.000987,0.000132,3.9265736,0.197363,0.11250704
HS.461497,0.00099,0.000132,3.9258424,0.194765,0.11175119
MAGT1,0.00099,0.000132,-3.9255567,0.19375,-0.29576423
PMEPA1,0.000993,0.000133,-3.924898,0.19141,-0.27315015
NAGA,0.000998,0.000134,-3.9234653,0.18632,-0.12160476
OSBP2,0.001,0.000134,3.9226855,0.183551,0.24634387
PCDH9,0.001,0.000134,3.9224271,0.182634,0.1783293
PLCZ1,0.001,0.000134,3.9217081,0.180081,0.12441589
RGR,0.001,0.000134,-3.9219207,0.180835,-0.08467877
ZNF688,0.001,0.000134,3.9217843,0.180351,0.11832757
AURKAIP1,0.00101,0.000135,-3.920411,0.175476,-0.16979509
C14ORF43,0.00101,0.000135,3.9207546,0.176696,0.13399051
CCNG1,0.00101,0.000136,-3.9187356,0.16953,-0.26918702
EPM2A,0.00101,0.000135,3.9208801,0.177141,0.17342793
LOC653158,0.00101,0.000136,-3.9188066,0.169782,-0.17780886
YTHDF3,0.00102,0.000137,3.9169951,0.163356,0.14924557
C12ORF34,0.00103,0.000138,-3.9154346,0.157822,-0.1425686
CACNA2D2,0.00103,0.000138,3.9146659,0.155097,0.09410602
CDK5RAP2,0.00103,0.000139,3.9133762,0.150525,0.20165694
FAM83D,0.00103,0.000138,-3.9153868,0.157652,-0.17018941
NUDT2,0.00103,0.000138,3.9153647,0.157574,0.27104739
ZNF687,0.00103,0.000138,3.9154008,0.157702,0.102667
LOC124512,0.00104,0.00014,3.9110606,0.14232,0.16933985
RILPL2,0.00104,0.00014,-3.9112456,0.142975,-0.15144949
SSFA2,0.00104,0.00014,3.9111961,0.1428,0.18287838
CBS,0.00105,0.000141,-3.9087625,0.134181,-0.34695214
FADS3,0.00105,0.000141,-3.9097108,0.137539,-0.17144448
HS.142505,0.00105,0.000142,3.907763,0.130642,0.54960089
LSM4,0.00105,0.000141,3.9087198,0.13403,0.2258153
SUSD2,0.00105,0.000141,-3.908679,0.133885,-0.3312837
CLN8,0.00106,0.000143,-3.9043558,0.118585,-0.13604189
CUL4B,0.00106,0.000143,3.9057372,0.123472,0.11703147
FAM114A1,0.00106,0.000143,-3.9042778,0.118309,-0.12538744
GRB14,0.00106,0.000143,-3.9052606,0.121786,-0.20529911
HS.543163,0.00106,0.000142,3.9071096,0.128329,0.14953878
LEO1,0.00106,0.000143,3.9056387,0.123124,0.12836314
LOC401357,0.00106,0.000143,-3.905212,0.121614,-0.16174454
MED25,0.00106,0.000142,-3.9065224,0.126251,-0.22227383
POLR2I,0.00106,0.000142,3.9067411,0.127025,0.1743728
RFXANK,0.00106,0.000143,-3.9052196,0.121641,-0.12245831
RHBDD1,0.00106,0.000142,-3.9066759,0.126794,-0.10966216
ZNF418,0.00106,0.000143,3.9050442,0.12102,0.1414377
SEL1L2,0.00107,0.000144,-3.902669,0.112619,-0.49140053
SUPT5H,0.00107,0.000144,3.9032024,0.114505,0.22079292
HEATR3,0.00108,0.000146,-3.8992321,0.100469,-0.10253953
HK1,0.00108,0.000145,-3.9006265,0.105397,-0.17793964
PPIL4,0.00108,0.000146,3.8992332,0.100473,0.1060848
ATP6V1H,0.00109,0.000148,3.8966501,0.091347,0.16132693
C12ORF52,0.00109,0.000147,3.898561,0.098097,0.13838517
FAM10A7,0.00109,0.000147,3.8976773,0.094975,0.2173351
NEK7,0.00109,0.000148,3.8963214,0.090186,0.298744
PFDN6,0.00109,0.000148,-3.896625,0.091258,-0.25086858
ATP6V1E1,0.0011,0.000149,3.8941861,0.082646,0.15807223
IGF2R,0.0011,0.000149,-3.8936404,0.08072,-0.19460719
NELL1,0.0011,0.000148,3.8958161,0.088401,0.1330805
PMS2CL,0.0011,0.000149,3.8945888,0.084068,0.04968053
COL4A6,0.00111,0.000151,3.8914846,0.073112,0.13692962
COPS8,0.00111,0.00015,3.8926906,0.077368,0.14756496
CUL4A,0.00111,0.000151,3.8911185,0.071821,0.18337683
SSH1,0.00111,0.000151,-3.8911608,0.07197,-0.15314119
NRP1,0.00112,0.000152,3.8894311,0.065869,0.17677773
TBCCD1,0.00112,0.000151,-3.8901589,0.068436,-0.0906632
CCDC132,0.00113,0.000153,3.8864488,0.055355,0.12943157
DNM1L,0.00113,0.000152,3.8883683,0.062122,0.15248259
PEG3,0.00113,0.000153,3.8878345,0.060239,0.17481155
PPP2R2B,0.00113,0.000154,3.8859618,0.053639,0.1648084
GRN,0.00114,0.000155,-3.8840465,0.04689,-0.18110417
HS.567677,0.00114,0.000155,3.8835903,0.045283,0.10813253
HS.82028,0.00114,0.000154,-3.8856449,0.052522,-0.15799678
KRR1,0.00114,0.000154,3.8853739,0.051567,0.1373727
NKIRAS1,0.00114,0.000155,3.8843127,0.047828,0.17463046
PARP16,0.00114,0.000155,3.8837965,0.04601,0.13530042
SELT,0.00114,0.000155,3.8838794,0.046302,0.1390488
TSEN2,0.00114,0.000155,-3.8835002,0.044966,-0.1565385
GPC1,0.00115,0.000155,3.8827729,0.042404,0.24169982
HSPB6,0.00115,0.000156,3.881944,0.039486,0.44043809
NETO2,0.00115,0.000156,-3.8821252,0.040124,-0.24721555
PPP1R14C,0.00115,0.000156,3.881394,0.037549,0.26342776
RAB40C,0.00115,0.000155,-3.8829812,0.043138,-0.2080077
THRSP,0.00115,0.000156,-3.8825669,0.041679,-0.31276255
C20ORF196,0.00116,0.000158,3.8785632,0.027586,0.12896711
CENTG3,0.00116,0.000158,3.8793129,0.030224,0.15942661
CPNE1,0.00116,0.000157,-3.8795953,0.031218,-0.13382512
HS.569162,0.00116,0.000157,-3.8803078,0.033725,-0.33735989
SLC41A1,0.00116,0.000158,3.8792415,0.029973,0.27347771
C21ORF119,0.00117,0.00016,3.8754266,0.016553,0.17730403
CCDC90B,0.00117,0.000159,3.8770749,0.02235,0.15379998
STAU1,0.00117,0.000159,3.8759346,0.018339,0.16584307
STGC3,0.00117,0.000159,3.8769172,0.021795,0.14117383
C9ORF169,0.00118,0.000161,3.8731716,0.008626,0.11828713
CD274,0.00118,0.000161,-3.8730735,0.008281,-0.12674659
CLIP3,0.00118,0.000161,3.8738783,0.01111,0.30971082
CYB5A,0.00118,0.000162,3.8725471,0.006431,0.26935971
FIP1L1,0.00118,0.00016,3.8749034,0.014713,0.15859968
HHEX,0.00118,0.000161,3.8727641,0.007193,0.18601533
HSGT1,0.00118,0.00016,3.8748891,0.014663,0.12302019
KCTD20,0.00118,0.000161,-3.8741401,0.01203,-0.19431165
MCFD2,0.00118,0.000161,-3.8726747,0.006879,-0.17281098
PHF12,0.00118,0.000161,3.8728567,0.007519,0.0712725
RBP7,0.00118,0.00016,3.8749756,0.014967,0.31102856
STAT5A,0.00118,0.00016,-3.8747234,0.014081,-0.19413646
TM7SF3,0.00118,0.000161,3.8739735,0.011444,0.18782549
ALS2CR16,0.00119,0.000162,3.8720557,0.004704,0.11087813
APPL1,0.00119,0.000163,3.8704253,-0.001024,0.22840751
C1ORF198,0.00119,0.000162,3.8716545,0.003294,0.28394008
CPAMD8,0.00119,0.000162,-3.8722315,0.005322,-0.14085772
FOXRED2,0.00119,0.000162,3.8720935,0.004837,0.12490854
SH3BP2,0.00119,0.000162,-3.8715392,0.002889,-0.1097658
SMARCD1,0.00119,0.000163,-3.8708153,0.000346,-0.12047978
TJP2,0.00119,0.000162,3.870999,0.000991,0.19629108
DEXI,0.0012,0.000164,-3.8688446,-0.006576,-0.2267135
MAPK6,0.0012,0.000164,-3.8686331,-0.007318,-0.23602301
HS.194225,0.00121,0.000165,-3.8672938,-0.01202,-0.18364369
MED8,0.00121,0.000165,-3.8660766,-0.016292,-0.11677941
HS.529743,0.00122,0.000167,3.8628571,-0.027587,0.17827956
MKS1,0.00122,0.000166,3.8644741,-0.021915,0.11932222
NCAM1,0.00122,0.000167,3.8641577,-0.023025,0.14413541
PSMD10,0.00123,0.000169,3.8606007,-0.035498,0.15356369
TRIM2,0.00123,0.000168,3.8618771,-0.031023,0.29971355
IDI2,0.00124,0.00017,3.8592868,-0.040103,0.1147351
LOC728417,0.00124,0.00017,3.8583068,-0.043537,0.0903025
SLC44A2,0.00124,0.00017,3.8592882,-0.040098,0.17120096
C20ORF30,0.00125,0.000171,3.8571553,-0.047571,0.13680592
GDF15,0.00125,0.000171,3.8571159,-0.047709,0.12890278
KIAA0020,0.00125,0.000171,-3.8568522,-0.048633,-0.20891234
YPEL5,0.00125,0.000171,3.8570553,-0.047921,0.21075393
C14ORF85,0.00126,0.000172,-3.8552854,-0.05412,-0.2686207
DLK2,0.00126,0.000172,3.8550993,-0.054771,0.14190134
KRAS,0.00126,0.000173,-3.8541046,-0.058253,-0.11001654
MECR,0.00126,0.000172,3.8554623,-0.0535,0.10252171
ABCC3,0.00127,0.000175,-3.8514391,-0.067581,-0.13005882
CCDC7,0.00127,0.000174,3.8525941,-0.06354,0.05873622
EIF4EBP1,0.00127,0.000174,-3.8518716,-0.066068,-0.15223793
PLEKHH1,0.00127,0.000174,-3.8530639,-0.061896,-0.117322
AEBP2,0.00128,0.000175,3.8506747,-0.070256,0.11349287
AKR1D1,0.00128,0.000175,-3.8508545,-0.069626,-0.19678631
CSF2RA,0.00128,0.000176,-3.8501368,-0.072137,-0.21715802
DSG4,0.00128,0.000176,3.8489837,-0.07617,0.10484539
HDGF2,0.00128,0.000176,3.8495571,-0.074165,0.11521755
NPY6R,0.00128,0.000176,3.8500511,-0.072437,0.23276759
FN1,0.00129,0.000177,-3.8472899,-0.082091,-0.10036969
ZNF673,0.00129,0.000177,3.8481769,-0.078991,0.12205887
LBR,0.0013,0.000179,-3.8444544,-0.092,-0.07475298
LOC644322,0.0013,0.000179,-3.8456019,-0.087991,-0.39132418
LOC90826,0.0013,0.000178,3.8461684,-0.086011,0.1387463
SCARB1,0.0013,0.000179,3.8452871,-0.08909,0.15900922
BECN1,0.00131,0.00018,3.8435373,-0.095203,0.14378406
CCBL2,0.00131,0.00018,-3.8426267,-0.098383,-0.09173524
KCNK1,0.00131,0.000181,-3.8419339,-0.100803,-0.44334116
LOC648581,0.00131,0.00018,-3.8437169,-0.094576,-0.13109135
MYL9,0.00131,0.000181,3.8423094,-0.099491,0.24901612
ATAD1,0.00132,0.000182,3.8400048,-0.107537,0.17917693
C5ORF29,0.00132,0.000182,-3.8399737,-0.107645,-0.15293865
CPSF1,0.00132,0.000181,-3.8411631,-0.103493,-0.16593521
LOC652541,0.00132,0.000183,3.8395654,-0.10907,0.12738191
MSTN,0.00132,0.000182,3.8407234,-0.105028,0.115511
TOMM20,0.00132,0.000182,3.839659,-0.108743,0.21307783
C1ORF186,0.00133,0.000183,-3.839003,-0.111033,-0.11325208
PQLC1,0.00133,0.000183,-3.838878,-0.111469,-0.13646341
ARHGAP28,0.00135,0.000187,3.8335084,-0.130194,0.06781195
GCS1,0.00135,0.000187,-3.833428,-0.130474,-0.14848809
HS.547551,0.00135,0.000186,3.8346472,-0.126224,0.14854652
HS.561915,0.00135,0.000187,3.8337076,-0.1295,0.10159183
HS.91147,0.00135,0.000186,3.8351672,-0.124411,0.11186482
AQP7,0.00136,0.000187,3.8327647,-0.132786,0.27416895
HLA-DMB,0.00136,0.000187,-3.8327667,-0.132778,-0.32434732
L2HGDH,0.00136,0.000188,3.8310437,-0.138782,0.18903584
MGC70857,0.00136,0.000188,-3.8314821,-0.137254,-0.15509607
RICTOR,0.00136,0.000189,3.8307692,-0.139738,0.15519933
TIGD2,0.00136,0.000188,3.8310869,-0.138631,0.10100152
GLO1,0.00137,0.00019,3.8290684,-0.145661,0.20009157
CENPN,0.00138,0.000191,-3.8277834,-0.150135,-0.26315259
HS.107801,0.00138,0.000191,3.8273115,-0.151777,0.11299398
SUCLA2,0.00138,0.000191,3.8276831,-0.150484,0.27745146
CCL8,0.00139,0.000193,-3.8244839,-0.161616,-0.39284442
FBXO40,0.00139,0.000192,3.8255549,-0.15789,0.18257507
HS.314414,0.00139,0.000193,3.8246071,-0.161187,0.11444069
NDUFS1,0.00139,0.000192,3.8260801,-0.156063,0.2498071
PPOX,0.00139,0.000192,3.8264757,-0.154686,0.14349599
MAP1A,0.0014,0.000194,3.8235835,-0.164748,0.41939381
BTBD1,0.00141,0.000195,3.821484,-0.172048,0.28605773
C13ORF34,0.00141,0.000195,-3.8221804,-0.169627,-0.12654023
HS.279842,0.00141,0.000195,3.8223505,-0.169036,0.3414281
CCT7,0.00142,0.000196,-3.820031,-0.177098,-0.13703889
CDO1,0.00142,0.000198,3.8182389,-0.183325,0.23581055
EEF1E1,0.00142,0.000197,-3.8184481,-0.182598,-0.21238574
PNKD,0.00142,0.000197,3.8188696,-0.181134,0.12400429
DNAJC3,0.00143,0.000198,-3.8178959,-0.184516,-0.14921312
LAS1L,0.00143,0.000198,-3.8177059,-0.185176,-0.15506227
RHOJ,0.00144,2.00E-04,-3.8146094,-0.195929,-0.16558052
ZNF341,0.00144,2.00E-04,-3.8154238,-0.193101,-0.12686885
C6ORF35,0.00145,0.000201,3.8141383,-0.197564,0.09226622
PRPF31,0.00145,0.000201,3.8132001,-0.20082,0.19312114
SLC36A2,0.00145,0.000201,-3.8134603,-0.199917,-0.12492676
AASDH,0.00146,0.000202,3.8120009,-0.20498,0.14562401
HLA-DQB1,0.00146,0.000203,-3.8105584,-0.209984,-0.28465264
HS.524108,0.00146,0.000203,-3.8105844,-0.209894,-0.13242431
NLRC4,0.00146,0.000203,-3.8106793,-0.209565,-0.10741593
PCDHGA12,0.00146,0.000202,-3.8117374,-0.205895,-0.15915436
USP31,0.00146,0.000203,-3.8103284,-0.210782,-0.13461505
CHST3,0.00147,0.000204,-3.8089887,-0.215427,-0.234082
SLK,0.00147,0.000205,3.8085851,-0.216826,0.20778872
WDR40A,0.00147,0.000204,-3.8094001,-0.214001,-0.13791069
LCN10,0.00148,0.000206,-3.8067711,-0.223114,-0.11920945
MPZL2,0.00148,0.000206,3.8071023,-0.221966,0.18593558
NUP133,0.00148,0.000205,3.8077215,-0.21982,0.18127603
ZNF140,0.00148,0.000206,3.806607,-0.223682,0.1768019
ZNF546,0.00148,0.000205,3.8075488,-0.220419,0.10781016
SH3KBP1,0.00149,0.000207,-3.8050626,-0.229033,-0.40268572
WDR8,0.00149,0.000207,3.8054597,-0.227658,0.12658988
CTBS,0.0015,0.000209,3.8022409,-0.238805,0.12690694
CTDSPL,0.0015,0.000209,3.8026396,-0.237424,0.20222139
ERCC2,0.0015,0.000209,3.8026369,-0.237434,0.1485729
HSPA14,0.0015,0.00021,-3.8019435,-0.239834,-0.12937872
TBL1XR1,0.0015,0.00021,3.8020629,-0.239421,0.22633809
EIF1B,0.00151,0.00021,3.8010836,-0.242811,0.34876978
LOC134997,0.00151,0.000211,-3.8002996,-0.245524,-0.26797133
LOC390354,0.00151,0.00021,-3.8012194,-0.242341,-0.28392684
MRPL54,0.00151,0.000211,3.8007818,-0.243855,0.21161539
C5ORF35,0.00152,0.000213,3.7979804,-0.253548,0.27120903
HS.40289,0.00152,0.000211,3.7997592,-0.247394,0.19359714
IQGAP2,0.00152,0.000213,3.797994,-0.253501,0.19105963
TP53I11,0.00152,0.000211,-3.7997403,-0.247459,-0.10915644
CREB1,0.00153,0.000214,-3.7966752,-0.258062,-0.2314026
DIRAS1,0.00153,0.000213,-3.7976835,-0.254575,-0.32707195
HLA-H,0.00153,0.000214,-3.7962529,-0.259522,-0.28834959
GYG2,0.00154,0.000215,-3.7952824,-0.262877,-0.06999752
LOC651316,0.00154,0.000216,3.794201,-0.266614,0.15378217
PCBP2,0.00154,0.000216,3.7940862,-0.267011,0.13636039
TLR6,0.00154,0.000216,-3.7941108,-0.266926,-0.07514213
DHRS3,0.00155,0.000216,3.7934461,-0.269223,0.21047822
NOTCH4,0.00155,0.000217,-3.792717,-0.271742,-0.22343446
SLC4A1AP,0.00155,0.000216,3.7938589,-0.267797,0.15433777
C12ORF65,0.00156,0.000218,3.7918507,-0.274735,0.2075709
FGFRL1,0.00156,0.000218,-3.7911693,-0.277089,-0.16814165
HS.144479,0.00156,0.000218,3.7918601,-0.274703,0.09671312
ISOC1,0.00158,0.000221,3.7874826,-0.289816,0.30188083
NR3C2,0.00158,0.00022,3.7883806,-0.286717,0.20060811
C12ORF4,0.00159,0.000222,3.7858677,-0.295388,0.15148292
LOC647389,0.00159,0.000222,-3.785946,-0.295118,-0.24372079
DPY30,0.0016,0.000225,3.7833685,-0.304007,0.15434244
GCC2,0.0016,0.000225,3.7831169,-0.304875,0.06870559
GOLGA1,0.0016,0.000224,3.7843594,-0.30059,0.14862051
HSCB,0.0016,0.000225,-3.7830372,-0.30515,-0.12805256
ZNF160,0.0016,0.000224,3.7844573,-0.300253,0.11525424
C10ORF59,0.00161,0.000226,3.7815426,-0.310301,0.16022118
C3ORF37,0.00161,0.000226,-3.7809625,-0.312301,-0.12702973
ESR1,0.00161,0.000226,3.7811092,-0.311795,0.12739544
ISCA1,0.00161,0.000226,3.7819267,-0.308977,0.22758254
LOC727848,0.00161,0.000226,-3.7812369,-0.311355,-0.08881321
MAPRE1,0.00161,0.000226,-3.7818108,-0.309377,-0.17986711
PHB,0.00161,0.000227,-3.7807808,-0.312927,-0.11591574
TMEM44,0.00161,0.000227,-3.780721,-0.313133,-0.14523406
ZBTB33,0.00161,0.000225,3.7825232,-0.306922,0.14563556
P2RY1,0.00162,0.000227,3.7802703,-0.314686,0.0947148
POLDIP2,0.00162,0.000227,3.7800455,-0.31546,0.12510848
SYDE2,0.00162,0.000227,3.7803454,-0.314427,0.10472129
YY1AP1,0.00162,0.000228,-3.7796262,-0.316905,-0.10581556
FLJ42875,0.00163,0.00023,3.7770619,-0.325737,0.10969231
GAB2,0.00164,0.000231,3.7758292,-0.329981,0.14113634
GMCL1,0.00164,0.00023,3.7769764,-0.326031,0.13135679
C15ORF52,0.00165,0.000233,3.7737679,-0.337074,0.27575839
ICA1,0.00165,0.000232,-3.7746948,-0.333885,-0.16637616
PPP2CA,0.00165,0.000232,3.7747999,-0.333523,0.15199353
TUSC1,0.00165,0.000233,-3.7737669,-0.337078,-0.14985042
HS.489952,0.00166,0.000233,-3.7728616,-0.340192,-0.12724746
ROCK1,0.00166,0.000234,3.772563,-0.341219,0.16434507
TUBA4A,0.00166,0.000234,-3.7720565,-0.342961,-0.39793127
COL6A1,0.00167,0.000236,-3.770101,-0.349686,-0.24579009
HSPG2,0.00167,0.000236,3.7697312,-0.350957,0.14312105
JPH3,0.00167,0.000235,3.7709226,-0.346861,0.10404785
MGC13057,0.00167,0.000235,-3.7710242,-0.346512,-0.16089333
PSCDBP,0.00167,0.000236,-3.7697307,-0.350959,-0.11671579
VEGFA,0.00167,0.000235,3.7709543,-0.346752,0.22110042
ACO1,0.00168,0.000237,3.7684627,-0.355317,0.14453637
HS.513000,0.00168,0.000236,-3.7695498,-0.351581,-0.15044716
HS.559705,0.00168,0.000237,-3.7689526,-0.353633,-0.08612855
LOC653157,0.00168,0.000237,3.7687394,-0.354366,0.17354251
ATG4C,0.00169,0.000239,3.7664183,-0.362341,0.10847826
BCL7B,0.00169,0.000238,-3.7676702,-0.35804,-0.12534779
D4S234E,0.00169,0.000238,-3.7668729,-0.36078,-0.38753696
HS.535825,0.00169,0.000238,-3.7674646,-0.358747,-0.1500692
PLOD2,0.00169,0.000239,-3.7664581,-0.362205,-0.24663186
FZD8,0.0017,0.00024,-3.7651135,-0.366823,-0.14016533
HS.530359,0.0017,0.000241,3.7642761,-0.369699,0.15696506
KIF15,0.0017,0.00024,3.7656447,-0.364999,0.10203223
MAFK,0.0017,0.000241,3.7641288,-0.370204,0.11839402
OSGIN1,0.0017,0.00024,-3.7653134,-0.366136,-0.10130662
STIP1,0.0017,0.00024,-3.7655462,-0.365337,-0.26359498
STX16,0.0017,0.000241,3.7643986,-0.369278,0.17716656
C18ORF34,0.00171,0.000242,3.7628441,-0.374614,0.18866547
C19ORF61,0.00171,0.000242,-3.7630178,-0.374018,-0.13667004
SPOCK2,0.00171,0.000241,-3.7638394,-0.371198,-0.3451765
RAPGEFL1,0.00172,0.000243,-3.7618613,-0.377988,-0.12488198
NEURL2,0.00173,0.000245,3.7590047,-0.387788,0.18812407
UPF3A,0.00173,0.000244,3.7605119,-0.382618,0.1435812
C13ORF1,0.00174,0.000246,3.7586479,-0.389011,0.15459094
EMCN,0.00174,0.000247,-3.7572417,-0.393833,-0.23828758
GALNTL2,0.00174,0.000247,-3.7577005,-0.39226,-0.25417839
SEPN1,0.00174,0.000246,-3.758524,-0.389436,-0.21715458
PIBF1,0.00175,0.000248,3.7557277,-0.399022,0.11119632
RPS3,0.00175,0.000248,-3.7557741,-0.398863,-0.22201017
WISP1,0.00175,0.000247,-3.7567903,-0.39538,-0.09915967
DNASE2,0.00176,0.00025,3.7539028,-0.405275,0.2020455
USP49,0.00176,0.000249,-3.7551579,-0.400975,-0.36011354
VPS39,0.00176,0.000249,3.7551076,-0.401147,0.20141456
ABHD4,0.00177,0.000252,3.7520926,-0.411475,0.1194656
NDUFS2,0.00177,0.000252,3.7521427,-0.411304,0.26351137
C7ORF10,0.00178,0.000253,3.750806,-0.41588,0.17185676
KIAA1219,0.00178,0.000252,-3.7519685,-0.4119,-0.11167813
LOC651398,0.00178,0.000253,3.7504444,-0.417118,0.08624541
PARP3,0.00178,0.000253,3.7507657,-0.416018,0.15003067
LOC650683,0.00179,0.000254,3.7497226,-0.419589,0.09698921
BCO2,0.0018,0.000256,3.7476354,-0.426731,0.21219683
INPP5D,0.0018,0.000256,-3.7472978,-0.427886,-0.13564252
KCNK6,0.0018,0.000256,3.7472279,-0.428125,0.18582134
LOC728744,0.0018,0.000255,-3.7482826,-0.424516,-0.1084481
XIRP2,0.0018,0.000256,3.7470739,-0.428652,0.58842261
SYPL2,0.00181,0.000258,-3.745546,-0.433877,-0.22081705
ZDHHC7,0.00181,0.000257,-3.7459124,-0.432624,-0.12199335
ZMYND17,0.00181,0.000258,3.7452617,-0.434849,0.19651355
C16ORF57,0.00183,0.00026,-3.7434851,-0.440923,-0.18128149
HNRNPUL2,0.00183,0.000261,-3.7425298,-0.444187,-0.19104129
LASS2,0.00183,0.00026,-3.743579,-0.440602,-0.19699916
LOC727762,0.00183,0.00026,3.7431541,-0.442054,0.15729904
NUP93,0.00183,0.00026,-3.743116,-0.442184,-0.16110858
ANKDD1A,0.00185,0.000264,-3.7393469,-0.45506,-0.13076587
MPST,0.00185,0.000264,-3.7392458,-0.455405,-0.1219088
LOC643722,0.00186,0.000264,-3.7387235,-0.457189,-0.08511983
SNRPN,0.00186,0.000264,3.73848,-0.45802,0.18849234
TTC35,0.00186,0.000265,3.7376424,-0.460879,0.20203017
ZNF334,0.00186,0.000264,3.7385808,-0.457676,0.07375652
DLG4,0.00188,0.000268,3.7343269,-0.472193,0.20459163
EHHADH,0.00188,0.000268,3.7351529,-0.469375,0.25519457
LOC730316,0.00188,0.000268,-3.7350139,-0.469849,-0.14195843
ZNF275,0.00188,0.000268,-3.7342553,-0.472437,-0.10733069
ZNF383,0.00188,0.000268,3.7350596,-0.469693,0.11737609
ARMCX5,0.00189,0.00027,3.7326603,-0.477876,0.11851823
IRF5,0.00189,0.000269,-3.7339149,-0.473598,-0.09268886
LTF,0.00189,0.000269,-3.7334417,-0.475212,-0.10858771
OBFC2B,0.00189,0.00027,3.7330142,-0.47667,0.18650815
PML,0.00189,0.00027,-3.7326939,-0.477762,-0.04429734
REV3L,0.00189,0.00027,3.7331949,-0.476053,0.13519683
ZFP112,0.00192,0.000274,3.7287104,-0.491339,0.18089395
ZNF606,0.00192,0.000274,3.7286261,-0.491626,0.11400147
CCR4,0.00193,0.000276,3.7269822,-0.497225,0.09089438
KCNS1,0.00193,0.000275,3.7273255,-0.496056,0.11850726
SRPK2,0.00193,0.000275,-3.7275958,-0.495135,-0.22187588
TMEM93,0.00193,0.000276,-3.7261665,-0.500003,-0.12870485
ARSG,0.00194,0.000278,3.7250628,-0.50376,0.10954393
NUDT1,0.00194,0.000277,3.7253225,-0.502876,0.12620744
FLJ35220,0.00195,0.000278,3.7242425,-0.506552,0.10421249
MED11,0.00195,0.000278,3.7244827,-0.505735,0.12458171
PSTK,0.00195,0.000278,3.7243621,-0.506145,0.09708149
VSIG8,0.00195,0.000279,3.7239228,-0.50764,0.1039377
HS.154948,0.00196,0.000281,-3.721477,-0.515961,-0.09635092
LOC645743,0.00196,0.000281,3.7216215,-0.51547,0.11101495
LOC646144,0.00196,0.000281,3.7215812,-0.515607,0.05930382
YEATS2,0.00196,0.00028,3.7222362,-0.513379,0.13919162
HS.130980,0.00199,0.000285,3.7179285,-0.528026,0.10357553
HS.144714,0.00199,0.000286,3.7171135,-0.530796,0.10408754
NCAPG2,0.00199,0.000285,-3.7175908,-0.529174,-0.11957783
TUBGCP5,0.00199,0.000285,3.7173037,-0.53015,0.2272827
HS.163752,0.002,0.000287,-3.7163126,-0.533517,-0.29934597
LRCH1,0.002,0.000287,3.7162973,-0.533569,0.08449982
PCDH12,0.002,0.000287,3.7161071,-0.534215,0.20267274
RBM38,0.002,0.000287,-3.7159177,-0.534859,-0.30111235
ARHGAP10,0.00201,0.000288,3.7147234,-0.538915,0.22630984
NANP,0.00201,0.000289,-3.7143017,-0.540347,-0.10212475
SAAL1,0.00201,0.000289,3.7141858,-0.540741,0.15600563
FAF2,0.00202,0.000291,-3.7124231,-0.546726,-0.1720266
GMFB,0.00202,0.000289,-3.7135863,-0.542776,-0.22858177
LOC388474,0.00202,0.00029,-3.712933,-0.544995,-0.1354957
LOC646531,0.00202,0.00029,-3.7127211,-0.545714,-0.22152313
RAPGEF1,0.00202,0.000289,-3.7136454,-0.542576,-0.14584534
CD109,0.00203,0.000291,-3.7120447,-0.54801,-0.12417584
COX7A2,0.00203,0.000291,3.7120269,-0.54807,0.1546783
LYPD2,0.00203,0.000291,3.7116334,-0.549406,0.12310591
SETDB2,0.00203,0.000292,3.7109356,-0.551774,0.27870533
TBCE,0.00204,0.000293,3.7097388,-0.555835,0.13979339
TTLL1,0.00204,0.000294,3.7094139,-0.556936,0.09992635
GNPDA1,0.00205,0.000295,3.7086875,-0.5594,0.15536471
LOC652968,0.00205,0.000295,-3.7084558,-0.560186,-0.12362525
NXPH4,0.00205,0.000294,3.7087789,-0.559091,0.0774852
ZNF549,0.00205,0.000295,-3.7085246,-0.559953,-0.26391327
GSTM5,0.00206,0.000296,3.7075101,-0.563393,0.135639
NUCKS1,0.00206,0.000296,3.7074693,-0.563532,0.26563159
ACOT4,0.00207,0.000298,3.7050108,-0.571865,0.14996814
YBX1,0.00207,0.000299,-3.704892,-0.572268,-0.1459143
ZNF7,0.00207,0.000298,3.7054961,-0.570221,0.13531329
KATNAL2,0.00208,3.00E-04,3.7038934,-0.575651,0.09426206
HABP4,0.00209,0.000302,3.7021036,-0.581714,0.16041847
ILF2,0.00209,0.000301,-3.7025959,-0.580047,-0.21453869
KIAA1328,0.00209,0.000301,3.7024736,-0.580461,0.12690603
CPXM2,0.0021,0.000303,3.7007139,-0.58642,0.4196779
EPHA2,0.0021,0.000302,-3.7014883,-0.583798,-0.14725335
HK2,0.0021,0.000303,-3.7008015,-0.586123,-0.34641441
LOC341457,0.0021,0.000303,-3.7010065,-0.585429,-0.24877316
LOC550112,0.0021,0.000303,3.7010124,-0.585409,0.1062696
